0,0.00103288
0.625,0.00105512
1.25,0.00104104
1.875,0.00108272
2.5,0.00112638
3.125,0.00113199
3.75,0.00127149
4.375,0.00125184
5,0.0013608
5.625,0.00161667
6.25,0.00158018
6.875,0.00220649
7.5,0.00257115
8.125,0.00257265
8.75,0.0057789
9.375,0.0104328
10,128
10.625,0.0102903
11.25,0.00526982
11.875,0.0020522
12.5,0.00206186
13.125,0.00168432
13.75,0.00104722
14.375,0.00108319
15,0.000813243
15.625,0.000683772
16.25,0.000709691
16.875,0.000545934
17.5,0.000529332
18.125,0.000480199
18.75,0.000384721
19.375,0.000399315
20,0.000348479
20.625,0.000317646
21.25,0.000319555
21.875,0.000265577
22.5,0.000259962
23.125,0.000246754
23.75,0.000216743
24.375,0.000224764
25,0.000202744
25.625,0.000188266
26.25,0.000187242
26.875,0.000163861
27.5,0.000163622
28.125,0.000158172
28.75,0.000143087
29.375,0.000145633
30,0.00013219
30.625,0.000124985
31.25,0.000125937
31.875,0.000114404
32.5,0.000115001
33.125,0.000111146
33.75,0.000101722
34.375,0.000102652
35,9.51631e-05
35.625,9.17129e-05
36.25,9.19312e-05
36.875,8.45987e-05
37.5,8.4008e-05
38.125,8.09428e-05
38.75,7.52967e-05
39.375,7.69041e-05
40,7.26811e-05
40.625,7.07749e-05
41.25,7.06581e-05
41.875,6.54254e-05
42.5,6.52966e-05
43.125,6.33466e-05
43.75,5.96555e-05
44.375,6.09227e-05
45,5.73037e-05
45.625,5.58777e-05
46.25,5.52231e-05
46.875,5.20669e-05
47.5,5.25141e-05
48.125,5.15053e-05
48.75,4.91757e-05
49.375,4.97603e-05
50,4.68499e-05
50.625,4.56547e-05
51.25,4.55024e-05
51.875,4.30089e-05
52.5,4.3293e-05
53.125,4.22496e-05
53.75,4.02323e-05
54.375,4.06176e-05
55,3.88082e-05
55.625,3.85657e-05
56.25,3.85649e-05
56.875,3.66263e-05
57.5,3.6693e-05
58.125,3.55948e-05
58.75,3.41995e-05
59.375,3.46214e-05
60,3.30492e-05
60.625,3.27307e-05
61.25,3.2505e-05
61.875,3.1121e-05
62.5,3.11417e-05
63.125,3.05513e-05
63.75,2.97409e-05
64.375,3.05927e-05
65,2.90876e-05
65.625,2.89395e-05
66.25,2.84691e-05
66.875,2.71434e-05
67.5,2.76017e-05
68.125,2.69055e-05
68.75,2.60211e-05
69.375,2.6174e-05
70,2.51325e-05
70.625,2.4929e-05
71.25,2.48712e-05
71.875,2.41698e-05
72.5,2.45773e-05
73.125,2.40745e-05
73.75,2.32384e-05
74.375,2.31761e-05
75,2.23868e-05
75.625,2.21602e-05
76.25,2.2292e-05
76.875,2.13063e-05
77.5,2.15206e-05
78.125,2.09784e-05
78.75,2.07851e-05
79.375,2.0864e-05
80,2.04957e-05
80.625,2.05024e-05
81.25,2.03323e-05
81.875,1.95109e-05
82.5,1.9456e-05
83.125,1.89571e-05
83.75,1.87557e-05
84.375,1.90041e-05
85,1.83044e-05
85.625,1.85043e-05
86.25,1.82322e-05
86.875,1.76184e-05
87.5,1.8192e-05
88.125,1.7859e-05
88.75,1.73013e-05
89.375,1.74384e-05
90,1.69049e-05
90.625,1.68682e-05
91.25,1.66508e-05
91.875,1.6282e-05
92.5,1.65153e-05
93.125,1.60316e-05
93.75,1.58074e-05
94.375,1.56977e-05
95,1.56499e-05
95.625,1.55813e-05
96.25,1.58193e-05
96.875,1.53571e-05
97.5,1.55101e-05
98.125,1.52318e-05
98.75,1.49661e-05
99.375,1.50239e-05
100,1.46484e-05
100.625,1.45424e-05
101.25,1.4573e-05
101.875,1.41521e-05
102.5,1.42011e-05
103.125,1.40175e-05
103.75,1.41718e-05
104.375,1.40478e-05
105,1.3905e-05
105.625,1.39266e-05
106.25,1.34063e-05
106.875,1.35032e-05
107.5,1.32452e-05
108.125,1.32216e-05
108.75,1.30161e-05
109.375,1.31828e-05
110,1.26964e-05
110.625,1.28294e-05
111.25,1.28992e-05
111.875,1.28003e-05
112.5,1.30609e-05
113.125,1.26888e-05
113.75,1.26799e-05
114.375,1.25325e-05
115,1.22896e-05
115.625,1.24444e-05
116.25,1.2381e-05
116.875,1.19643e-05
117.5,1.21825e-05
118.125,1.19122e-05
118.75,1.20721e-05
119.375,1.22728e-05
120,1.19181e-05
120.625,1.18829e-05
121.25,1.1996e-05
121.875,1.16925e-05
122.5,1.18572e-05
123.125,1.14057e-05
123.75,1.1455e-05
124.375,1.1369e-05
125,1.13405e-05
125.625,1.12622e-05
126.25,1.1207e-05
126.875,1.13579e-05
127.5,1.12129e-05
128.125,1.11217e-05
128.75,1.14402e-05
129.375,1.14457e-05
130,1.1127e-05
130.625,1.10837e-05
131.25,1.1138e-05
131.875,1.09264e-05
132.5,1.0729e-05
133.125,1.08637e-05
133.75,1.11246e-05
134.375,1.08924e-05
135,1.0622e-05
135.625,1.09254e-05
136.25,1.08857e-05
136.875,1.07606e-05
137.5,1.09037e-05
138.125,1.05552e-05
